label,r,lag,alpha,S2_direct,S2_sd,sum_sd_weights,sqrt_direct,sqrt_sd
cube320_t0041,160,1,+,0.43082431958819095,0.42735065441145725,0.997088368055595,0.6563720892818272,0.6537206241288837
cube320_t0041,192,1,+,0.4873627306364178,0.4855784449256637,0.9986090235690521,0.6981136946346331,0.6968345893579506
cube320_t0041,32,1,+-,0.22311790116914038,0.21650318134570143,0.9939320769230336,0.47235357643309994,0.46529902358128955
cube320_t0041,48,1,+-,0.26691189250154596,0.26312411349401943,0.996385052910043,0.5166351638260271,0.5129562491031954
cube320_t0041,64,1,+-,0.3006428178161126,0.3009686832155041,1.0002888808139352,0.5483090531954699,0.5486061275774307
cube320_t0041,80,1,+-,0.3272293546888612,0.3253244718731988,0.9981708333333325,0.5720396443332063,0.5703722222138792
cube320_t0041,96,1,+-,0.353416417591919,0.35413124421768577,1.0006786870339788,0.5944883662376573,0.595089274157824
cube320_t0041,128,1,+-,0.40278627584516147,0.41698985284554263,1.0130031364697523,0.6346544538921645,0.6457475147807714
cube320_t0041,160,1,+-,0.4553691706075492,0.4518699279360405,0.997088368055595,0.6748104701377634,0.6722127103350848
cube320_t0041,192,1,+-,0.47952960075103657,0.4777227097936311,0.9986090235690521,0.6924807583976876,0.6911748764195867
cube320_t0041,32,1,-,0.3072897793385577,0.2988317231680846,0.9939320769230336,0.5543372433262604,0.5466550312290966
cube320_t0041,48,1,-,0.38033791882880275,0.3763442731246665,0.996385052910043,0.6167154277531921,0.6134690482205818
cube320_t0041,64,1,-,0.4475872221982477,0.4479030749055922,1.0002888808139352,0.6690195977684419,0.6692556125320073
cube320_t0041,80,1,-,0.5042939917172478,0.5020675031943704,0.9981708333333325,0.7101366007447073,0.7085672185434283
cube320_t0041,96,1,-,0.5556393768117146,0.5565578605867836,1.0006786870339788,0.7454122193871755,0.7460280561659753
cube320_t0041,128,1,-,0.6493227779237193,0.6689687748010521,1.0130031364697523,0.805805670074193,0.8179051135682257
cube320_t0041,160,1,-,0.7220658383392097,0.7178124401395213,0.997088368055595,0.8497445724093856,0.8472381248146953
cube320_t0041,192,1,-,0.7134280513755301,0.711159490938704,0.9986090235690521,0.8446467021042171,0.8433027279326826
